"Unnamed Column","School DBN","School Name","School Type","School Level","Regents Exam","Year","Category","Total Tested","Mean Score","Number Scoring Below 65","Percent Scoring Below 65","Number Scoring 65 or Above","Percent Scoring 65 or Above","Number Scoring 80 or Above","Percent Scoring 80 or Above","Number Scoring CR","Percent Scoring CR"
"25Q5252015All StudentsAlgebra2/Trigonometry","25Q525","Townsend Harris High School","General Academic","High school","Algebra2/Trigonometry","2015","All Students","270","90.7","5","1.9","265","98.1","243","90.0","243","90.0"
"25Q5252015All StudentsCommon Core Algebra","25Q525","Townsend Harris High School","General Academic","High school","Common Core Algebra","2015","All Students","21","78.0","2","9.5","19","90.5","9","42.9","17","81.0"
"25Q5252015All StudentsCommon Core English","25Q525","Townsend Harris High School","General Academic","High school","Common Core English","2015","All Students","61","95.5","0","0.0","61","100.0","58","95.1","58","95.1"
"25Q5252015All StudentsCommon Core Geometry","25Q525","Townsend Harris High School","General Academic","High school","Common Core Geometry","2015","All Students","272","88.4","0","0.0","272","100.0","253","93.0","271","99.6"
"25Q5252015All StudentsEnglish","25Q525","Townsend Harris High School","General Academic","High school","English","2015","All Students","284","91.9","0","0.0","284","100.0","283","99.6","284","100.0"
"25Q5252015All StudentsFrench","25Q525","Townsend Harris High School","General Academic","High school","French","2015","All Students","86","95.2","0","0.0","86","100.0","86","100.0","na","na"
"25Q5252015All StudentsGeometry","25Q525","Townsend Harris High School","General Academic","High school","Geometry","2015","All Students","272","93.7","0","0.0","272","100.0","267","98.2","267","98.2"
"25Q5252015All StudentsGlobal History and Geography","25Q525","Townsend Harris High School","General Academic","High school","Global History and Geography","2015","All Students","267","95.2","0","0.0","267","100.0","264","98.9","na","na"
"25Q5252015All StudentsIntegrated Algebra","25Q525","Townsend Harris High School","General Academic","High school","Integrated Algebra","2015","All Students","7","87.1","0","0.0","7","100.0","6","85.7","6","85.7"
"25Q5252015All StudentsLiving Environment","25Q525","Townsend Harris High School","General Academic","High school","Living Environment","2015","All Students","161","92.7","0","0.0","161","100.0","156","96.9","na","na"
"25Q5252015All StudentsPhysical Settings/Chemistry","25Q525","Townsend Harris High School","General Academic","High school","Physical Settings/Chemistry","2015","All Students","303","87.9","4","1.3","299","98.7","255","84.2","na","na"
"25Q5252015All StudentsPhysical Settings/Physics","25Q525","Townsend Harris High School","General Academic","High school","Physical Settings/Physics","2015","All Students","289","87.1","8","2.8","281","97.2","247","85.5","na","na"
"25Q5252015All StudentsSpanish","25Q525","Townsend Harris High School","General Academic","High school","Spanish","2015","All Students","179","96.5","0","0.0","179","100.0","179","100.0","na","na"
"25Q5252015All StudentsU.S. History and Government","25Q525","Townsend Harris High School","General Academic","High school","U.S. History and Government","2015","All Students","277","96.8","0","0.0","277","100.0","277","100.0","na","na"
"25Q5252016All StudentsAlgebra2/Trigonometry","25Q525","Townsend Harris High School","General Academic","High school","Algebra2/Trigonometry","2016","All Students","292","93.6","2","0.7","290","99.3","279","95.5","279","95.5"
"25Q5252016All StudentsCommon Core Algebra","25Q525","Townsend Harris High School","General Academic","High school","Common Core Algebra","2016","All Students","41","88.7","0","0.0","41","100.0","36","87.8","40","97.6"
"25Q5252016All StudentsCommon Core Algebra2","25Q525","Townsend Harris High School","General Academic","High school","Common Core Algebra2","2016","All Students","292","79.5","4","1.4","288","98.6","148","50.7","288","98.6"
"25Q5252016All StudentsCommon Core English","25Q525","Townsend Harris High School","General Academic","High school","Common Core English","2016","All Students","261","95.2","0","0.0","261","100.0","261","100.0","261","100.0"
"25Q5252016All StudentsCommon Core Geometry","25Q525","Townsend Harris High School","General Academic","High school","Common Core Geometry","2016","All Students","283","87.5","1","0.4","282","99.6","251","88.7","276","97.5"
"25Q5252016All StudentsFrench","25Q525","Townsend Harris High School","General Academic","High school","French","2016","All Students","46","94.5","0","0.0","46","100.0","46","100.0","na","na"
"25Q5252016All StudentsGlobal History and Geography","25Q525","Townsend Harris High School","General Academic","High school","Global History and Geography","2016","All Students","289","94.7","1","0.3","288","99.7","285","98.6","na","na"
"25Q5252016All StudentsLiving Environment","25Q525","Townsend Harris High School","General Academic","High school","Living Environment","2016","All Students","159","91.9","1","0.6","158","99.4","155","97.5","na","na"
"25Q5252016All StudentsPhysical Settings/Chemistry","25Q525","Townsend Harris High School","General Academic","High school","Physical Settings/Chemistry","2016","All Students","315","88.4","7","2.2","308","97.8","266","84.4","na","na"
"25Q5252016All StudentsPhysical Settings/Physics","25Q525","Townsend Harris High School","General Academic","High school","Physical Settings/Physics","2016","All Students","305","83.1","11","3.6","294","96.4","213","69.8","na","na"
"25Q5252016All StudentsSpanish","25Q525","Townsend Harris High School","General Academic","High school","Spanish","2016","All Students","194","91.1","1","0.5","193","99.5","187","96.4","na","na"
"25Q5252016All StudentsU.S. History and Government","25Q525","Townsend Harris High School","General Academic","High school","U.S. History and Government","2016","All Students","245","96.5","0","0.0","245","100.0","245","100.0","na","na"
"25Q5252017All StudentsCommon Core Algebra","25Q525","Townsend Harris High School","General Academic","High school","Common Core Algebra","2017","All Students","37","89.7","0","0.0","37","100.0","35","94.6","37","100.0"
"25Q5252017All StudentsCommon Core Algebra2","25Q525","Townsend Harris High School","General Academic","High school","Common Core Algebra2","2017","All Students","280","87.1","1","0.4","279","99.6","257","91.8","279","99.6"
"25Q5252017All StudentsCommon Core English","25Q525","Townsend Harris High School","General Academic","High school","Common Core English","2017","All Students","290","95.5","0","0.0","290","100.0","284","97.9","286","98.6"
"25Q5252017All StudentsCommon Core Geometry","25Q525","Townsend Harris High School","General Academic","High school","Common Core Geometry","2017","All Students","267","88.5","1","0.4","266","99.6","250","93.6","265","99.3"
"25Q5252017All StudentsFrench","25Q525","Townsend Harris High School","General Academic","High school","French","2017","All Students","49","87.8","0","0.0","49","100.0","46","93.9","na","na"
"25Q5252017All StudentsGlobal History and Geography","25Q525","Townsend Harris High School","General Academic","High school","Global History and Geography","2017","All Students","293","93.3","0","0.0","293","100.0","281","95.9","na","na"
"25Q5252017All StudentsLiving Environment","25Q525","Townsend Harris High School","General Academic","High school","Living Environment","2017","All Students","132","91.0","2","1.5","130","98.5","125","94.7","na","na"
"25Q5252017All StudentsPhysical Settings/Chemistry","25Q525","Townsend Harris High School","General Academic","High school","Physical Settings/Chemistry","2017","All Students","285","87.7","0","0.0","285","100.0","233","81.8","na","na"
"25Q5252017All StudentsPhysical Settings/Earth Science","25Q525","Townsend Harris High School","General Academic","High school","Physical Settings/Earth Science","2017","All Students","10","73.3","2","20.0","8","80.0","5","50.0","na","na"
"25Q5252017All StudentsPhysical Settings/Physics","25Q525","Townsend Harris High School","General Academic","High school","Physical Settings/Physics","2017","All Students","308","87.5","5","1.6","303","98.4","263","85.4","na","na"
"25Q5252017All StudentsSpanish","25Q525","Townsend Harris High School","General Academic","High school","Spanish","2017","All Students","162","90.2","0","0.0","162","100.0","154","95.1","na","na"
"25Q5252017All StudentsU.S. History and Government","25Q525","Townsend Harris High School","General Academic","High school","U.S. History and Government","2017","All Students","279","96.0","1","0.4","278","99.6","276","98.9","na","na"
"25Q5252018All StudentsCommon Core Algebra","25Q525","Townsend Harris High School","General Academic","High school","Common Core Algebra","2018","All Students","50","87.1","0","0.0","50","100.0","42","84.0","48","96.0"
"25Q5252018All StudentsCommon Core Algebra2","25Q525","Townsend Harris High School","General Academic","High school","Common Core Algebra2","2018","All Students","304","89.2","0","0.0","304","100.0","286","94.1","304","100.0"
"25Q5252018All StudentsCommon Core English","25Q525","Townsend Harris High School","General Academic","High school","Common Core English","2018","All Students","289","95.4","0","0.0","289","100.0","285","98.6","286","99.0"
"25Q5252018All StudentsCommon Core Geometry","25Q525","Townsend Harris High School","General Academic","High school","Common Core Geometry","2018","All Students","261","91.8","4","1.5","257","98.5","242","92.7","254","97.3"
"25Q5252018All StudentsFrench","25Q525","Townsend Harris High School","General Academic","High school","French","2018","All Students","54","96.9","0","0.0","54","100.0","54","100.0","na","na"
"25Q5252018All StudentsGlobal History and Geography","25Q525","Townsend Harris High School","General Academic","High school","Global History and Geography","2018","All Students","292","94.6","3","1.0","289","99.0","283","96.9","na","na"
"25Q5252018All StudentsLiving Environment","25Q525","Townsend Harris High School","General Academic","High school","Living Environment","2018","All Students","122","90.9","1","0.8","121","99.2","112","91.8","na","na"
"25Q5252018All StudentsPhysical Settings/Chemistry","25Q525","Townsend Harris High School","General Academic","High school","Physical Settings/Chemistry","2018","All Students","306","85.3","10","3.3","296","96.7","228","74.5","na","na"
"25Q5252018All StudentsPhysical Settings/Physics","25Q525","Townsend Harris High School","General Academic","High school","Physical Settings/Physics","2018","All Students","301","90.5","2","0.7","299","99.3","271","90.0","na","na"
"25Q5252018All StudentsSpanish","25Q525","Townsend Harris High School","General Academic","High school","Spanish","2018","All Students","216","94.1","0","0.0","216","100.0","214","99.1","na","na"
"25Q5252018All StudentsU.S. History and Government","25Q525","Townsend Harris High School","General Academic","High school","U.S. History and Government","2018","All Students","271","95.6","0","0.0","271","100.0","265","97.8","na","na"
"25Q5252019All StudentsCommon Core Algebra","25Q525","Townsend Harris High School","General Academic","High school","Common Core Algebra","2019","All Students","42","87.5","0","0.0","42","100.0","33","78.6","41","97.6"
"25Q5252019All StudentsCommon Core Algebra2","25Q525","Townsend Harris High School","General Academic","High school","Common Core Algebra2","2019","All Students","296","89.7","0","0.0","296","100.0","274","92.6","296","100.0"
"25Q5252019All StudentsCommon Core English","25Q525","Townsend Harris High School","General Academic","High school","Common Core English","2019","All Students","296","95.3","0","0.0","296","100.0","294","99.3","296","100.0"
"25Q5252019All StudentsCommon Core Geometry","25Q525","Townsend Harris High School","General Academic","High school","Common Core Geometry","2019","All Students","296","93.2","4","1.4","292","98.6","278","93.9","291","98.3"
